Timestamp,Host,Status,Response Time (ms),Performance
2026-01-09 19:26:34,8.8.8.8,UP,92.83328056335449,NORMAL
2026-01-09 19:26:34,1.1.1.1,UP,24.918556213378906,FAST
2026-01-09 19:26:34,google.com,UP,32.29498863220215,FAST
